Data from 20250408_mbg_5_84_400uM_Absorbance__463__14-57-23-737.txt Node

Date: Tue Apr 08 14:57:23 CDT 2025
User: z670b875
Spectrometer: HR200277
Trigger mode: 0
Integration Time (sec): 1.000000E-1
Scans to average: 5
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 5
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2110
>>>>>Begin Spectral Data<<<<<
185.005	1.83
185.359	2.03
185.714	-0
186.068	-0
186.423	-0
186.777	-0
187.131	-0.23
187.486	0.29
187.84	0.7
188.194	0.21
188.549	0.42
188.903	1
189.257	-0
189.612	-0
189.966	-0
190.32	-0
190.674	-0
191.028	-0
191.383	-0
191.737	-0
192.091	-0
192.445	-0
192.799	-0
193.153	-0
193.507	-0
193.861	-0
194.215	-0
194.569	-0
194.923	-0
195.277	-0
195.631	-0
195.985	-0
196.339	-0
196.693	-0
197.047	-0
197.401	1.93
197.755	-0
198.109	0.66
198.462	0.44
198.816	0.46
199.17	0.37
199.524	0.34
199.878	0.38
200.231	0.68
200.585	0.7
200.939	0.93
201.292	0.84
201.646	0.85
202	0.98
202.353	1.27
202.707	0.94
203.061	0.69
203.414	0.56
203.768	0.45
204.121	0.39
204.475	0.32
204.828	0.27
205.182	0.36
205.535	0.31
205.889	0.37
206.242	0.34
206.596	0.33
206.949	0.28
207.302	0.29
207.656	0.24
208.009	0.2
208.362	0.2
208.716	0.26
209.069	0.2
209.422	0.2
209.776	0.15
210.129	0.2
210.482	0.05
210.835	0.07
211.188	0.14
211.542	0.17
211.895	0.17
212.248	0.2
212.601	0.17
212.954	0.15
213.307	0.13
213.66	0.11
214.013	0.1
214.366	0.28
214.719	0.27
215.072	0.21
215.425	0.2
215.778	0.25
216.131	0.27
216.484	0.26
216.837	0.28
217.19	0.35
217.543	0.41
217.896	0.37
218.249	0.36
218.602	0.35
218.954	0.34
219.307	0.34
219.66	0.32
220.013	0.32
220.365	0.33
220.718	0.34
221.071	0.3
221.424	0.28
221.776	0.32
222.129	0.3
222.481	0.33
222.834	0.29
223.187	0.31
223.539	0.27
223.892	0.23
224.244	0.21
224.597	0.2
224.949	0.19
225.302	0.19
225.654	0.18
226.007	0.21
226.359	0.18
226.712	0.23
227.064	0.25
227.417	0.29
227.769	0.31
228.121	0.34
228.474	0.37
228.826	0.37
229.178	0.4
229.53	0.41
229.883	0.41
230.235	0.44
230.587	0.46
230.939	0.44
231.292	0.47
231.644	0.48
231.996	0.47
232.348	0.47
232.7	0.49
233.052	0.51
233.404	0.54
233.757	0.53
234.109	0.54
234.461	0.53
234.813	0.56
235.165	0.56
235.517	0.6
235.869	0.63
236.221	0.66
236.572	0.67
236.924	0.71
237.276	0.72
237.628	0.77
237.98	0.79
238.332	0.84
238.684	0.86
239.035	0.88
239.387	0.89
239.739	0.91
240.091	0.93
240.442	0.96
240.794	0.95
241.146	0.97
241.498	0.99
241.849	1.02
242.201	1.04
242.553	1.06
242.904	1.08
243.256	1.1
243.607	1.12
243.959	1.12
244.31	1.12
244.662	1.14
245.013	1.14
