Data from 20250408_mbg_5_84_400uM_Absorbance__115__13-57-48-398.txt Node

Date: Tue Apr 08 13:57:48 CDT 2025
User: z670b875
Spectrometer: HR200277
Trigger mode: 0
Integration Time (sec): 1.000000E-1
Scans to average: 5
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 5
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2110
>>>>>Begin Spectral Data<<<<<
185.005	0.25
185.359	0.51
185.714	0.64
186.068	-0
186.423	-0
186.777	-0
187.131	0.18
187.486	0.28
187.84	0.35
188.194	0.33
188.549	0.35
188.903	0.32
189.257	0.54
189.612	0.55
189.966	-0
190.32	-0
190.674	-0
191.028	-0
191.383	-0
191.737	2.51
192.091	0.66
192.445	0.86
192.799	0.65
193.153	0.62
193.507	0.51
193.861	0.35
194.215	0.26
194.569	0.15
194.923	0.32
195.277	0.8
195.631	1.1
195.985	-0
196.339	0.83
196.693	0.61
197.047	0.57
197.401	0.67
197.755	0.65
198.109	0.46
198.462	0.31
198.816	0.24
199.17	0.18
199.524	0.17
199.878	0.18
200.231	0.27
200.585	0.37
200.939	0.36
201.292	0.32
201.646	0.31
202	0.36
202.353	0.36
202.707	0.42
203.061	0.31
203.414	0.3
203.768	0.24
204.121	0.22
204.475	0.13
204.828	0.13
205.182	0.19
205.535	0.21
205.889	0.19
206.242	0.22
206.596	0.21
206.949	0.2
207.302	0.22
207.656	0.19
208.009	0.2
208.362	0.23
208.716	0.27
209.069	0.2
209.422	0.17
209.776	0.15
210.129	0.17
210.482	0.01
210.835	0.02
211.188	0.05
211.542	0.08
211.895	0.07
212.248	0.07
212.601	0.05
212.954	0.07
213.307	0.07
213.66	0.07
214.013	0.08
214.366	0.3
214.719	0.32
215.072	0.24
215.425	0.2
215.778	0.22
216.131	0.26
216.484	0.24
216.837	0.26
217.19	0.3
217.543	0.33
217.896	0.31
218.249	0.28
218.602	0.26
218.954	0.27
219.307	0.27
219.66	0.27
220.013	0.22
220.365	0.25
220.718	0.23
221.071	0.21
221.424	0.2
221.776	0.22
222.129	0.21
222.481	0.22
222.834	0.21
223.187	0.23
223.539	0.2
223.892	0.21
224.244	0.19
224.597	0.19
224.949	0.18
225.302	0.17
225.654	0.16
226.007	0.19
226.359	0.17
226.712	0.19
227.064	0.22
227.417	0.23
227.769	0.26
228.121	0.26
228.474	0.32
228.826	0.3
229.178	0.35
229.53	0.35
229.883	0.34
230.235	0.36
230.587	0.39
230.939	0.38
231.292	0.42
231.644	0.42
231.996	0.45
232.348	0.45
232.7	0.48
233.052	0.49
233.404	0.53
233.757	0.55
234.109	0.57
234.461	0.57
234.813	0.6
235.165	0.61
235.517	0.64
235.869	0.66
236.221	0.69
236.572	0.71
236.924	0.75
237.276	0.76
237.628	0.8
237.98	0.83
238.332	0.87
238.684	0.89
239.035	0.91
239.387	0.93
239.739	0.95
240.091	0.98
240.442	1.01
240.794	1.01
241.146	1.03
241.498	1.05
241.849	1.08
242.201	1.1
242.553	1.12
242.904	1.16
243.256	1.19
243.607	1.21
243.959	1.23
244.31	1.25
244.662	1.28
245.013	1.3
245.365	1.31
245.716	1.33
246.068	1.32
246.419	1.33
246.771	1.35
247.122	1.35
247.473	1.36
247.825	1.37
248.176	1.38
248.527	1.39
248.879	1.39
249.23	1.4
249.581	1.4
249.933	1.43
250.284	1.44
250.635	1.45
250.986	1.45
251.337	1.43
251.689	1.44
252.04	1.43
252.391	1.42
252.742	1.41
253.093	1.4
253.444	1.37
253.795	1.35
254.146	1.32
254.497	1.28
254.848	1.24
255.199	1.2
255.55	1.16
255.901	1.11
256.252	1.06
256.603	1.02
256.954	0.97
257.305	0.92
257.656	0.88
258.007	0.84
258.357	0.8
258.708	0.77
259.059	0.73
259.41	0.7
259.761	0.68
260.111	0.65
260.462	0.63
260.813	0.6
261.163	0.59
261.514	0.57
261.865	0.55
262.215	0.53
262.566	0.52
262.917	0.51
263.267	0.49
263.618	0.48
263.968	0.47
264.319	0.47
264.669	0.46
265.02	0.45
265.37	0.45
265.721	0.44
266.071	0.44
266.422	0.43
266.772	0.43
267.122	0.43
267.473	0.42
267.823	0.42
268.173	0.41
268.524	0.41
268.874	0.41
269.224	0.41
269.574	0.4
269.925	0.4
270.275	0.4
270.625	0.39
270.975	0.39
271.326	0.39
271.676	0.39
272.026	0.38
272.376	0.38
272.726	0.38
273.076	0.38
273.426	0.38
273.776	0.38
274.126	0.38
274.476	0.38
274.826	0.37
275.176	0.37
275.526	0.37
275.876	0.37
276.226	0.36
276.576	0.36
276.926	0.36
277.276	0.35
277.625	0.35
277.975	0.35
278.325	0.35
278.675	0.34
279.025	0.34
279.374	0.34
279.724	0.34
280.074	0.33
280.424	0.33
280.773	0.33
281.123	0.33
281.473	0.32
281.822	0.32
282.172	0.31
282.521	0.31
282.871	0.31
283.221	0.3
283.57	0.3
283.92	0.29
284.269	0.29
284.619	0.28
284.968	0.28
285.317	0.28
285.667	0.27
286.016	0.27
286.366	0.26
286.715	0.26
287.064	0.26
287.414	0.25
287.763	0.25
288.112	0.25
288.462	0.24
288.811	0.24
289.16	0.24
289.509	0.23
289.859	0.23
290.208	0.22
290.557	0.22
290.906	0.21
291.255	0.21
291.604	0.2
291.954	0.2
292.303	0.19
292.652	0.19
293.001	0.18
293.35	0.17
293.699	0.16
294.048	0.16
294.397	0.15
294.746	0.14
295.095	0.14
295.444	0.13
295.793	0.12
296.141	0.12
296.49	0.11
296.839	0.11
297.188	0.1
297.537	0.1
297.886	0.1
298.234	0.09
298.583	0.09
298.932	0.09
299.281	0.08
299.629	0.08
299.978	0.08
300.327	0.08
300.675	0.07
301.024	0.07
301.373	0.07
301.721	0.07
302.07	0.07
302.418	0.07
302.767	0.07
303.115	0.06
303.464	0.06
303.812	0.06
304.161	0.06
304.509	0.06
304.858	0.06
305.206	0.06
305.555	0.06
305.903	0.06
306.251	0.06
306.6	0.05
306.948	0.05
307.296	0.05
307.645	0.05
307.993	0.05
308.341	0.05
308.689	0.05
309.038	0.05
309.386	0.05
309.734	0.05
310.082	0.05
310.43	0.04
310.778	0.04
311.127	0.04
311.475	0.04
311.823	0.04
312.171	0.04
312.519	0.04
312.867	0.04
313.215	0.04
313.563	0.04
313.911	0.04
314.259	0.04
314.607	0.04
314.955	0.04
315.303	0.04
315.65	0.04
315.998	0.04
316.346	0.04
316.694	0.04
317.042	0.04
317.389	0.04
317.737	0.03
318.085	0.03
318.433	0.03
318.78	0.03
319.128	0.03
319.476	0.03
319.823	0.03
320.171	0.03
320.519	0.03
320.866	0.03
321.214	0.03
321.561	0.03
321.909	0.03
322.257	0.03
322.604	0.03
322.952	0.03
323.299	0.03
323.646	0.03
323.994	0.03
324.341	0.03
324.689	0.03
325.036	0.03
325.383	0.03
325.731	0.03
326.078	0.03
326.425	0.03
326.773	0.03
327.12	0.03
327.467	0.03
327.814	0.03
328.162	0.03
328.509	0.03
328.856	0.02
329.203	0.02
329.55	0.02
329.898	0.02
330.245	0.02
330.592	0.02
330.939	0.02
331.286	0.02
331.633	0.02
331.98	0.02
332.327	0.02
332.674	0.02
333.021	0.02
333.368	0.02
333.715	0.02
334.062	0.02
334.408	0.02
334.755	0.02
335.102	0.02
335.449	0.02
335.796	0.02
336.143	0.02
336.489	0.01
336.836	0.01
337.183	0.01
337.53	0.01
337.876	0.01
338.223	0.01
338.57	0.01
338.916	0.01
339.263	0.01
339.61	0.01
339.956	0.01
340.303	0.01
340.649	0.01
340.996	0.01
341.342	0.01
341.689	0.01
342.035	0.01
342.382	0.01
342.728	0.01
343.075	0.01
343.421	0.01
343.768	0.01
344.114	0.01
344.46	0.01
344.807	0.01
345.153	0.01
345.499	0.01
345.845	0.01
346.192	0.01
346.538	0.01
346.884	0.01
347.23	0.01
347.577	0.01
347.923	0.01
348.269	0.01
348.615	0.01
348.961	0.01
349.307	0.01
349.653	0.01
349.999	0.01
350.345	0.01
350.692	0.01
351.038	0.01
351.384	0
351.729	0
352.075	0
352.421	0
352.767	0
353.113	0
353.459	-0
353.805	-0
354.151	-0
354.497	-0
354.842	-0
355.188	0
355.534	-0
355.88	0
356.225	0
356.571	0
356.917	0
357.262	0
357.608	0
357.954	0
358.299	0
358.645	0
358.991	0
359.336	0
359.682	0
360.027	0
360.373	0
360.718	0
361.064	0
361.409	0
361.755	0
362.1	0
362.445	0
362.791	0
363.136	0
363.481	0
363.827	0
364.172	0
364.517	0
364.863	0
365.208	0.01
365.553	0.01
365.898	0.01
366.243	0.01
366.589	0.01
366.934	0.01
367.279	0.01
367.624	0.01
367.969	0.01
368.314	0.01
368.659	0.01
369.004	0.01
369.349	0.01
369.694	0.01
370.039	0
370.384	0
370.729	0
371.074	-0
371.419	-0
371.764	-0
372.109	-0.01
372.454	-0.01
372.799	-0.01
373.143	-0.01
373.488	-0.01
373.833	-0.01
374.178	-0.01
374.523	-0.01
374.867	-0.01
375.212	-0.01
375.557	-0.01
375.901	-0.01
376.246	-0.01
376.591	-0.01
376.935	-0.01
377.28	-0.01
377.624	-0.01
377.969	-0.01
378.314	-0.01
378.658	-0.01
379.003	-0.01
379.347	-0.01
379.692	-0.01
380.036	-0.01
380.38	-0.01
380.725	-0.01
381.069	-0.01
381.414	-0.01
381.758	-0.01
382.102	-0.01
382.447	-0.01
382.791	-0.01
383.135	-0.01
383.479	-0.01
383.824	-0.01
384.168	-0.01
384.512	-0.01
384.856	-0.01
385.2	-0.01
385.545	-0.01
385.889	-0.01
386.233	-0.01
386.577	-0.01
386.921	-0.01
387.265	-0.01
387.609	-0.01
387.953	-0.01
388.297	-0.01
388.641	-0.01
388.985	-0.01
389.329	-0.01
389.673	-0.01
390.017	-0.01
390.361	-0.01
390.705	-0.01
391.048	-0.01
391.392	-0
391.736	-0
